mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	4	6/4	3/2	0	2	firstMeasure					2
2	2	4	6/4	3/2	0	2						3
3	3	4	6/4	3/2	0	4						4
4	4	4	6/4	3/2	0	4						5
5	5	4	6/4	3/2	0	2						6
6	6	4	6/4	3/2	0	2						7
7	7	4	6/4	3/2	0	3						8
8	8	4	6/4	3/2	0	3						9
9	9	4	6/4	3/2	0	4						10
10	10	4	6/4	3/2	0	3						11
11	11	4	6/4	3/2	0	4						12
12	12	4	6/4	3/2	0	3						13
13	13	4	6/4	3/2	0	3						14
14	14	4	6/4	3/2	0	3						15
15	15	4	6/4	3/2	0	4						16
16	16	4	6/4	3/2	0	2						17
17	17	4	6/4	3/2	0	4						18
18	18	4	6/4	3/2	0	2						19
19	19	4	6/4	3/2	0	3						20
20	20	4	6/4	3/2	0	3						21
21	21	4	6/4	3/2	0	3						22
22	22	4	6/4	3/2	0	3						23
23	23	4	6/4	3/2	0	3						24
24	24	4	6/4	3/2	0	3						25
25	25	4	6/4	3/2	0	3						26
26	26	4	6/4	3/2	0	3			double			27
27	27	4	4/4	1	0	2						28
28	28	4	4/4	1	0	2						29
29	29	4	4/4	1	0	2			double			30
30	30	4	6/4	3/2	0	4						31
31	31	4	6/4	3/2	0	4						32
32	32	4	6/4	3/2	0	4						33
33	33	4	6/4	3/2	0	4						34
34	34	4	6/4	3/2	0	4						35
35	35	4	6/4	3/2	0	4						36
36	36	4	6/4	3/2	0	4						37
37	37	4	6/4	3/2	0	4			double			38
38	38	1	6/4	3/2	0	2						39
39	39	1	6/4	3/2	0	3						40
40	40	1	6/4	3/2	0	2						41
41	41	1	6/4	3/2	0	3						42
42	42	1	6/4	3/2	0	2						43
43	43	1	6/4	3/2	0	3						44
44	44	1	6/4	3/2	0	3						45
45	45	1	6/4	3/2	0	3						46
46	46	1	6/4	3/2	0	3						47
47	47	1	6/4	3/2	0	3						48
48	48	1	6/4	3/2	0	3						49
49	49	1	6/4	3/2	0	3						50
50	50	1	6/4	3/2	0	3						51
51	51	1	6/4	3/2	0	2						52
52	52	1	6/4	3/2	0	2						53
53	53	1	6/4	3/2	0	3						54
54	54	1	6/4	3/2	0	2						55
55	55	1	6/4	3/2	0	3						56
56	56	1	6/4	3/2	0	2						57
57	57	1	6/4	3/2	0	3						58
58	58	1	6/4	3/2	0	3						59
59	59	1	6/4	3/2	0	4						60
60	60	1	6/4	3/2	0	3						61
61	61	1	6/4	3/2	0	3						62
62	62	1	6/4	3/2	0	3						63
63	63	1	6/4	3/2	0	2						64
64	64	1	6/4	3/2	0	3						65
65	65	1	6/4	3/2	0	3						66
66	66	1	6/4	3/2	0	3						67
67	67	1	6/4	3/2	0	2			double			68
68	68	4	6/4	3/2	0	3						69
69	69	4	6/4	3/2	0	3						70
70	70	4	6/4	3/2	0	3						71
71	71	4	6/4	3/2	0	3						72
72	72	4	6/4	3/2	0	3						73
73	73	4	6/4	3/2	0	3						74
74	74	4	6/4	3/2	0	4						75
75	75	4	6/4	3/2	0	3						76
76	76	4	6/4	3/2	0	2						77
77	77	4	6/4	3/2	0	3						78
78	78	4	6/4	3/2	0	3						79
79	79	4	6/4	3/2	0	3						80
80	80	4	6/4	3/2	0	4						81
81	81	4	6/4	3/2	0	3						82
82	82	4	6/4	3/2	0	3						83
83	83	4	6/4	3/2	0	2						84
84	84	4	6/4	3/2	0	2						85
85	85	4	6/4	3/2	0	2						86
86	86	4	6/4	3/2	0	2						87
87	87	4	6/4	3/2	0	2						88
88	88	4	6/4	3/2	0	3						89
89	89	4	6/4	3/2	0	3						90
90	90	4	6/4	3/2	0	2						91
91	91	4	6/4	3/2	0	2						92
92	92	4	6/4	3/2	0	3						93
93	93	4	6/4	3/2	0	3						94
94	94	4	6/4	3/2	0	3						95
95	95	4	6/4	3/2	0	3						96
96	96	4	6/4	3/2	0	3						97
97	97	4	6/4	3/2	0	3						98
98	98	4	6/4	3/2	0	2						99
99	99	4	6/4	3/2	0	2						100
100	100	4	6/4	3/2	0	2						101
101	101	4	6/4	3/2	0	2						102
102	102	4	6/4	3/2	0	2						103
103	103	4	6/4	3/2	0	2						104
104	104	4	6/4	3/2	0	2						105
105	105	4	6/4	3/2	0	2						106
106	106	4	6/4	3/2	0	2						107
107	107	4	6/4	3/2	0	2						108
108	108	4	6/4	3/2	0	2						109
109	109	4	6/4	3/2	0	2						110
110	110	4	6/4	3/2	0	2						111
111	111	4	6/4	3/2	0	2						112
112	112	4	6/4	3/2	0	2						113
113	113	4	6/4	3/2	0	3						114
114	114	4	6/4	3/2	0	3						115
115	115	4	6/4	3/2	0	4						116
116	116	4	6/4	3/2	0	4						117
117	117	4	6/4	3/2	0	3						118
118	118	4	6/4	3/2	0	4						119
119	119	4	6/4	3/2	0	3						120
120	120	4	6/4	3/2	0	4						121
121	121	4	6/4	3/2	0	4						122
122	122	4	6/4	3/2	0	2						123
123	123	4	6/4	3/2	0	3						124
124	124	4	6/4	3/2	0	2						125
125	125	4	6/4	3/2	0	2						126
126	126	4	6/4	3/2	0	2						127
127	127	4	6/4	3/2	0	2						128
128	128	4	6/4	3/2	0	2						129
129	129	4	6/4	3/2	0	2						130
130	130	4	6/4	3/2	0	3						131
131	131	4	6/4	3/2	0	3						132
132	132	4	6/4	3/2	0	2						133
133	133	4	6/4	3/2	0	2	lastMeasure		end			
